crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
188,https://novel.munpia.com/485227,485227,188,의문의빌런,"해고 후 재벌이 되었다, 이세계에서","판타지, 퓨전",53,53,3,3.0,-,
189,https://novel.munpia.com/484012,484012,189,한맹하,시스템 수선전,"무협, 판타지",53,53,1,1.0,-,
190,https://novel.munpia.com/486313,486313,190,산천(山川),일반인 비선출이 농구를 너무 잘함,"스포츠, 판타지",49,49,5,5.0,-,
191,https://novel.munpia.com/476827,476827,191,무영武映,소수마제素手魔帝,무협,48,48,1,1.0,30.25%,30.25
192,https://novel.munpia.com/480672,480672,192,에스투팍,천재 배우는 재능이 너무 많음,"현대판타지, 퓨전",46,46,-103,-103.0,57.25%,57.25
193,https://novel.munpia.com/475968,475968,193,TigerFish,중세에서 날먹 하려는데 용이 내려옴,"대체역사, 판타지",46,46,0,0.0,39.44%,39.44
194,https://novel.munpia.com/477295,477295,194,퀀퀀,회귀한 마검사는 무림이 너무 쉽다,"무협, 퓨전",46,46,2,2.0,37.02%,37.02
195,https://novel.munpia.com/485697,485697,195,쇠테리어,조선 시대에 다있소를 열었다,대체역사,46,46,2,2.0,-,
196,https://novel.munpia.com/476105,476105,196,필산,패면 된다 무림 남천동,"무협, 판타지",45,45,8,8.0,-,
197,https://novel.munpia.com/481913,481913,197,행호사,쟁자수에서 신선까지,"무협, 퓨전",45,45,1,1.0,-,
198,https://novel.munpia.com/476439,476439,198,일동상듸,회귀한 프런트는 야구가 너무 쉽다,"스포츠, 현대판타지",45,45,-4,-4.0,-,
199,https://novel.munpia.com/477842,477842,199,류율린,"한국인이지만, 용병입니다.","스포츠, 드라마",43,43,2,2.0,27.00%,27.0
200,https://novel.munpia.com/477264,477264,200,van.gogh,The Octagon,"판타지, 퓨전",43,43,-1,-1.0,-,
