crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
189,https://novel.munpia.com/483956,483956,189,하요.,엘프와 국제결혼으로 초대박,"현대판타지, 판타지",50,50,3,3.0,-,
190,https://novel.munpia.com/480915,480915,190,글병장,전역 후 인생 이지 모드,현대판타지,49,49,진입,,50.23%,50.23
191,https://novel.munpia.com/482206,482206,191,레몽트리,퓨전펑크의 감 좋은 초능력자,"현대판타지, 퓨전",48,48,2,2.0,-,
192,https://novel.munpia.com/476827,476827,192,무영武映,소수마제素手魔帝,무협,47,47,4,4.0,32.02%,32.02
193,https://novel.munpia.com/484827,484827,193,E급작가,최초로 제작 각성자가 되었다.,"판타지, 퓨전",47,47,4,4.0,-,
194,https://novel.munpia.com/478247,478247,194,하얀종이위,회귀했으니 매년 3조씩 기부합니다,"현대판타지, 퓨전",47,47,0,0.0,-,
195,https://novel.munpia.com/475968,475968,195,TigerFish,중세에서 날먹 하려는데 용이 내려옴,"대체역사, 판타지",46,46,0,0.0,-,
196,https://novel.munpia.com/475830,475830,196,재경완,전생이 모차르트라 음악이 너무 쉽다,"현대판타지, 퓨전",45,45,4,4.0,23.07%,23.07
197,https://novel.munpia.com/480956,480956,197,베르헤라,우리 아빠가 아포칼립스 최강자,"판타지, 현대판타지",45,45,1,1.0,-,
198,https://novel.munpia.com/477165,477165,198,나정치,"액운(厄運) 이용하는 매니저, 업계 Top이 되다","현대판타지, 드라마",45,45,3,3.0,-,
199,https://novel.munpia.com/479996,479996,199,복현,자고 일어나면 돈이 생김,"현대판타지, 판타지",43,43,34,34.0,63.35%,63.35
200,https://novel.munpia.com/475704,475704,200,공공원,1조짜리 재능으로 미슐랭 탑스타,"현대판타지, 드라마",42,42,2,2.0,-,
